genome_id,genome_name,antibiotic,resistant_phenotype,label,organism
562.135136,Escherichia coli Escherichia coli AZ1114,ampicillin,resistant,1,Escherichia coli
562.135136,Escherichia coli Escherichia coli AZ1114,ciprofloxacin,resistant,1,Escherichia coli
562.135136,Escherichia coli Escherichia coli AZ1114,gentamicin,susceptible,0,Escherichia coli
562.135136,Escherichia coli Escherichia coli AZ1114,imipenem,susceptible,0,Escherichia coli
562.135136,Escherichia coli Escherichia coli AZ1114,tetracycline,resistant,1,Escherichia coli
562.135136,Escherichia coli Escherichia coli AZ1114,trimethoprim,resistant,1,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,ampicillin,resistant,1,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,ciprofloxacin,resistant,1,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,gentamicin,resistant,1,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,imipenem,susceptible,0,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,tetracycline,resistant,1,Escherichia coli
562.135137,Escherichia coli Escherichia coli EC16256,trimethoprim,resistant,1,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,ampicillin,resistant,1,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,ciprofloxacin,resistant,1,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,gentamicin,resistant,1,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,imipenem,susceptible,0,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,tetracycline,resistant,1,Escherichia coli
562.135138,Escherichia coli Escherichia coli EC16639,trimethoprim,resistant,1,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,ampicillin,resistant,1,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,ciprofloxacin,resistant,1,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,gentamicin,susceptible,0,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,imipenem,susceptible,0,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,tetracycline,resistant,1,Escherichia coli
562.135139,Escherichia coli Escherichia coli EC12011,trimethoprim,resistant,1,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,ampicillin,resistant,1,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,ciprofloxacin,resistant,1,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,gentamicin,susceptible,0,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,imipenem,susceptible,0,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,tetracycline,susceptible,0,Escherichia coli
562.135140,Escherichia coli Escherichia coli EC16611,trimethoprim,resistant,1,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,ampicillin,resistant,1,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,ciprofloxacin,resistant,1,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,gentamicin,susceptible,0,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,imipenem,susceptible,0,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,tetracycline,resistant,1,Escherichia coli
562.135141,Escherichia coli Escherichia coli EC16409,trimethoprim,resistant,1,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,ampicillin,resistant,1,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,ciprofloxacin,susceptible,0,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,gentamicin,resistant,1,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,imipenem,susceptible,0,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,tetracycline,susceptible,0,Escherichia coli
562.135142,Escherichia coli Escherichia coli EC12401,trimethoprim,resistant,1,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,ampicillin,resistant,1,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,ciprofloxacin,resistant,1,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,gentamicin,resistant,1,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,imipenem,susceptible,0,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,tetracycline,susceptible,0,Escherichia coli
562.135143,Escherichia coli Escherichia coli EC16019,trimethoprim,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,ampicillin,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,ciprofloxacin,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,gentamicin,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,imipenem,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,tetracycline,susceptible,0,Escherichia coli
244319.9,Escherichia coli O26:H11 strain Escherichia coli O26:H11 21765,trimethoprim,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,ampicillin,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,ciprofloxacin,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,gentamicin,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,imipenem,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,tetracycline,susceptible,0,Escherichia coli
562.70789,Escherichia coli strain Escherichia_coli_BgEED10,trimethoprim,susceptible,0,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,ampicillin,resistant,1,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,ciprofloxacin,susceptible,0,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,gentamicin,susceptible,0,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,imipenem,susceptible,0,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,tetracycline,resistant,1,Escherichia coli
562.48220,Escherichia coli strain Escherichia coli str. TO6,trimethoprim,resistant,1,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,ampicillin,resistant,1,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,ciprofloxacin,resistant,1,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,gentamicin,susceptible,0,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,imipenem,susceptible,0,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,tetracycline,resistant,1,Escherichia coli
562.48221,Escherichia coli strain Escherichia coli str. TO73,trimethoprim,susceptible,0,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,ampicillin,resistant,1,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,ciprofloxacin,resistant,1,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,gentamicin,resistant,1,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,imipenem,susceptible,0,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,tetracycline,resistant,1,Escherichia coli
562.48222,Escherichia coli strain Escherichia coli str. TO60,trimethoprim,resistant,1,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,ampicillin,resistant,1,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,ciprofloxacin,resistant,1,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,gentamicin,susceptible,0,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,imipenem,susceptible,0,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,tetracycline,resistant,1,Escherichia coli
562.48223,Escherichia coli strain Escherichia coli str. TO124,trimethoprim,resistant,1,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,ampicillin,resistant,1,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,ciprofloxacin,resistant,1,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,gentamicin,resistant,1,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,imipenem,susceptible,0,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,tetracycline,susceptible,0,Escherichia coli
562.48225,Escherichia coli strain Escherichia coli str. TO217,trimethoprim,susceptible,0,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,ampicillin,susceptible,0,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,ciprofloxacin,resistant,1,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,gentamicin,resistant,1,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,imipenem,resistant,1,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,tetracycline,resistant,1,Escherichia coli
562.48226,Escherichia coli strain Escherichia coli str. 3426,trimethoprim,resistant,1,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,ampicillin,resistant,1,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,ciprofloxacin,resistant,1,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,gentamicin,susceptible,0,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,imipenem,susceptible,0,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,tetracycline,resistant,1,Escherichia coli
562.48227,Escherichia coli strain Escherichia coli str. TO148,trimethoprim,resistant,1,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,ampicillin,resistant,1,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,ciprofloxacin,susceptible,0,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,gentamicin,susceptible,0,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,imipenem,susceptible,0,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,tetracycline,resistant,1,Escherichia coli
562.50955,Escherichia coli strain Escherichia_coli_MC1,trimethoprim,resistant,1,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,ampicillin,resistant,1,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,ciprofloxacin,susceptible,0,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,gentamicin,susceptible,0,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,imipenem,susceptible,0,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,tetracycline,susceptible,0,Escherichia coli
562.51014,Escherichia coli strain Escherichia_coli_BgPS.131.S11,trimethoprim,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,ampicillin,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,ciprofloxacin,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,gentamicin,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,imipenem,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,tetracycline,susceptible,0,Escherichia coli
562.102861,Escherichia coli Escherichia_coli_DSM112125,trimethoprim,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,ampicillin,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,ciprofloxacin,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,gentamicin,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,imipenem,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,tetracycline,susceptible,0,Escherichia coli
562.102862,Escherichia coli Escherichia_coli_DSM112128,trimethoprim,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,ampicillin,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,ciprofloxacin,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,gentamicin,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,imipenem,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,tetracycline,susceptible,0,Escherichia coli
562.102863,Escherichia coli Escherichia_coli_DSM112121,trimethoprim,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,ampicillin,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,ciprofloxacin,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,gentamicin,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,imipenem,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,tetracycline,susceptible,0,Escherichia coli
562.102864,Escherichia coli Escherichia_coli_DSM112113,trimethoprim,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,ampicillin,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,ciprofloxacin,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,gentamicin,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,imipenem,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,tetracycline,susceptible,0,Escherichia coli
562.102865,Escherichia coli Escherichia_coli_DSM112109,trimethoprim,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,ampicillin,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,ciprofloxacin,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,gentamicin,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,imipenem,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,tetracycline,susceptible,0,Escherichia coli
562.102866,Escherichia coli Escherichia_coli_DSM112117,trimethoprim,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,ampicillin,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,ciprofloxacin,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,gentamicin,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,imipenem,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,tetracycline,susceptible,0,Escherichia coli
562.102867,Escherichia coli Escherichia_coli_DSM112112,trimethoprim,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,ampicillin,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,ciprofloxacin,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,gentamicin,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,imipenem,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,tetracycline,susceptible,0,Escherichia coli
562.102868,Escherichia coli Escherichia_coli_DSM112122,trimethoprim,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,ampicillin,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,ciprofloxacin,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,gentamicin,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,imipenem,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,tetracycline,susceptible,0,Escherichia coli
562.102869,Escherichia coli Escherichia_coli_DSM112123,trimethoprim,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,ampicillin,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,ciprofloxacin,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,gentamicin,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,imipenem,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,tetracycline,susceptible,0,Escherichia coli
562.102870,Escherichia coli Escherichia_coli_DSM112115,trimethoprim,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,ampicillin,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,ciprofloxacin,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,gentamicin,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,imipenem,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,tetracycline,susceptible,0,Escherichia coli
562.102871,Escherichia coli Escherichia_coli_DSM112124,trimethoprim,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,ampicillin,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,ciprofloxacin,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,gentamicin,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,imipenem,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,tetracycline,susceptible,0,Escherichia coli
562.102872,Escherichia coli Escherichia_coli_DSM112110,trimethoprim,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,ampicillin,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,ciprofloxacin,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,gentamicin,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,imipenem,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,tetracycline,susceptible,0,Escherichia coli
562.102873,Escherichia coli Escherichia_coli_DSM112118,trimethoprim,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,ampicillin,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,ciprofloxacin,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,gentamicin,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,imipenem,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,tetracycline,susceptible,0,Escherichia coli
562.102874,Escherichia coli Escherichia_coli_DSM112120,trimethoprim,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,ampicillin,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,ciprofloxacin,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,gentamicin,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,imipenem,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,tetracycline,susceptible,0,Escherichia coli
562.102875,Escherichia coli Escherichia_coli_DSM112116,trimethoprim,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,ampicillin,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,ciprofloxacin,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,gentamicin,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,imipenem,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,tetracycline,susceptible,0,Escherichia coli
562.102876,Escherichia coli Escherichia_coli_DSM112111,trimethoprim,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,ampicillin,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,ciprofloxacin,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,gentamicin,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,imipenem,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,tetracycline,susceptible,0,Escherichia coli
562.102877,Escherichia coli Escherichia_coli_DSM112126,trimethoprim,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,ampicillin,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,ciprofloxacin,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,gentamicin,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,imipenem,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,tetracycline,susceptible,0,Escherichia coli
562.102878,Escherichia coli Escherichia_coli_DSM112119,trimethoprim,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,ampicillin,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,ciprofloxacin,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,gentamicin,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,imipenem,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,tetracycline,susceptible,0,Escherichia coli
562.102879,Escherichia coli Escherichia_coli_DSM112114,trimethoprim,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,ampicillin,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,ciprofloxacin,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,gentamicin,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,imipenem,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,tetracycline,susceptible,0,Escherichia coli
562.102880,Escherichia coli Escherichia_coli_DSM112127,trimethoprim,susceptible,0,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,ampicillin,resistant,1,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,ciprofloxacin,resistant,1,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,gentamicin,susceptible,0,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,imipenem,resistant,1,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,tetracycline,susceptible,0,Escherichia coli
562.135462,Escherichia coli 23-C-YW-2_Escherichia,trimethoprim,resistant,1,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,ampicillin,resistant,1,Escherichia coli
