genome_id,genome_name,antibiotic,resistant_phenotype,label,organism
562.140876,Escherichia coli 010-E1-DxU-E_coli,imipenem,susceptible,0,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,ciprofloxacin,resistant,1,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,gentamicin,susceptible,0,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,ampicillin,resistant,1,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,ciprofloxacin,susceptible,0,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,gentamicin,resistant,1,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,imipenem,susceptible,0,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,tetracycline,resistant,1,Escherichia coli
1144303.11,Escherichia coli J53 strain E. coli,trimethoprim,susceptible,0,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,ampicillin,resistant,1,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,ciprofloxacin,susceptible,0,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,gentamicin,resistant,1,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,imipenem,susceptible,0,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,tetracycline,susceptible,0,Escherichia coli
1144303.12,Escherichia coli J53 strain E. coli,trimethoprim,susceptible,0,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,ampicillin,resistant,1,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,ciprofloxacin,resistant,1,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,gentamicin,susceptible,0,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,imipenem,susceptible,0,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,tetracycline,resistant,1,Escherichia coli
562.9322,Escherichia coli strain E. coli ErtS,trimethoprim,resistant,1,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,ampicillin,susceptible,0,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,ciprofloxacin,resistant,1,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,gentamicin,susceptible,0,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,imipenem,susceptible,0,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,tetracycline,resistant,1,Escherichia coli
562.16426,Escherichia coli strain HB-Coli0,trimethoprim,resistant,1,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,ampicillin,resistant,1,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,ciprofloxacin,susceptible,0,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,gentamicin,susceptible,0,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,imipenem,susceptible,0,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,tetracycline,susceptible,0,Escherichia coli
562.24626,Escherichia coli strain HB-Coli0,trimethoprim,resistant,1,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,ampicillin,resistant,1,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,ciprofloxacin,susceptible,0,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,gentamicin,susceptible,0,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,imipenem,susceptible,0,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,tetracycline,susceptible,0,Escherichia coli
562.24627,Escherichia coli strain HB-Coli0,trimethoprim,resistant,1,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,ampicillin,resistant,1,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,ciprofloxacin,susceptible,0,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,gentamicin,susceptible,0,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,imipenem,susceptible,0,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,tetracycline,resistant,1,Escherichia coli
562.24628,Escherichia coli strain HB-Coli0,trimethoprim,resistant,1,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,ampicillin,resistant,1,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,ciprofloxacin,resistant,1,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,gentamicin,susceptible,0,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,imipenem,susceptible,0,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,tetracycline,resistant,1,Escherichia coli
562.30994,Escherichia coli strain E. coli RL465,trimethoprim,resistant,1,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,ampicillin,resistant,1,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,ciprofloxacin,susceptible,0,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,gentamicin,susceptible,0,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,imipenem,susceptible,0,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,tetracycline,resistant,1,Escherichia coli
562.31003,Escherichia coli strain E.coli C142,trimethoprim,resistant,1,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,ampicillin,resistant,1,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,ciprofloxacin,susceptible,0,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,gentamicin,susceptible,0,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,imipenem,susceptible,0,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,tetracycline,resistant,1,Escherichia coli
562.31004,Escherichia coli strain E.coli C158,trimethoprim,resistant,1,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,ampicillin,resistant,1,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,ciprofloxacin,resistant,1,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,gentamicin,susceptible,0,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,imipenem,susceptible,0,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,tetracycline,susceptible,0,Escherichia coli
562.123975,Escherichia coli PN-039-E1-S11_E_coli,trimethoprim,susceptible,0,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,ampicillin,resistant,1,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,ciprofloxacin,susceptible,0,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,gentamicin,susceptible,0,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,imipenem,susceptible,0,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,tetracycline,susceptible,0,Escherichia coli
562.123976,Escherichia coli PN-039-E1-S06_E_coli_ESBL,trimethoprim,resistant,1,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,ampicillin,resistant,1,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,ciprofloxacin,resistant,1,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,gentamicin,susceptible,0,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,imipenem,susceptible,0,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,tetracycline,resistant,1,Escherichia coli
562.123977,Escherichia coli PN-039-E1-S06_E_coli_CIP_SLF,trimethoprim,resistant,1,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,ampicillin,resistant,1,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,ciprofloxacin,resistant,1,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,gentamicin,susceptible,0,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,imipenem,resistant,1,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,tetracycline,resistant,1,Escherichia coli
562.123978,Escherichia coli PN-039-E1-S02_E_coli_CIP_LF,trimethoprim,resistant,1,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,ampicillin,resistant,1,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,ciprofloxacin,resistant,1,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,gentamicin,susceptible,0,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,imipenem,susceptible,0,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,tetracycline,susceptible,0,Escherichia coli
562.123979,Escherichia coli PN-039-E1-S02_E_coli_CIP_SLF,trimethoprim,resistant,1,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,ampicillin,resistant,1,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,ciprofloxacin,resistant,1,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,gentamicin,susceptible,0,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,imipenem,susceptible,0,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,tetracycline,susceptible,0,Escherichia coli
562.123980,Escherichia coli PN-013-E1-S01_E_coli_cipro_SLF,trimethoprim,resistant,1,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,ampicillin,resistant,1,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,ciprofloxacin,resistant,1,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,gentamicin,susceptible,0,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,imipenem,susceptible,0,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,tetracycline,resistant,1,Escherichia coli
562.123981,Escherichia coli PN-039-E1-S02_E_coli_CTX_LF,trimethoprim,susceptible,0,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,ampicillin,resistant,1,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,ciprofloxacin,resistant,1,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,gentamicin,susceptible,0,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,imipenem,susceptible,0,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,tetracycline,susceptible,0,Escherichia coli
562.123982,Escherichia coli PN-013-E1-S04_E_coli_rose,trimethoprim,resistant,1,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,ampicillin,resistant,1,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,ciprofloxacin,resistant,1,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,gentamicin,susceptible,0,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,imipenem,susceptible,0,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,tetracycline,susceptible,0,Escherichia coli
562.123983,Escherichia coli PN-013-E3-S01_E_coli_CiP_LF,trimethoprim,resistant,1,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,ampicillin,resistant,1,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,ciprofloxacin,resistant,1,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,gentamicin,susceptible,0,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,imipenem,susceptible,0,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,tetracycline,susceptible,0,Escherichia coli
562.123984,Escherichia coli PN-013-E3-S01_E_coli_CTX_LF,trimethoprim,resistant,1,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,ampicillin,resistant,1,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,ciprofloxacin,resistant,1,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,gentamicin,susceptible,0,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,imipenem,susceptible,0,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,tetracycline,susceptible,0,Escherichia coli
562.123985,Escherichia coli PN-013-E3-S02_E_coli_CTX_SLF,trimethoprim,resistant,1,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,ampicillin,resistant,1,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,ciprofloxacin,resistant,1,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,gentamicin,susceptible,0,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,imipenem,susceptible,0,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,tetracycline,susceptible,0,Escherichia coli
562.123986,Escherichia coli PN-013-E3-S02_E_coli_nonrose,trimethoprim,resistant,1,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,ampicillin,resistant,1,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,ciprofloxacin,resistant,1,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,gentamicin,susceptible,0,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,imipenem,susceptible,0,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,tetracycline,susceptible,0,Escherichia coli
562.123987,Escherichia coli PN-013-E3-S02_E_coli_CiP_LF,trimethoprim,resistant,1,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,ampicillin,resistant,1,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,ciprofloxacin,resistant,1,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,gentamicin,resistant,1,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,imipenem,susceptible,0,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,tetracycline,resistant,1,Escherichia coli
562.134429,Escherichia coli E. coli NRZ14408,trimethoprim,resistant,1,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,ampicillin,susceptible,0,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,ciprofloxacin,susceptible,0,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,gentamicin,susceptible,0,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,imipenem,susceptible,0,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,tetracycline,susceptible,0,Escherichia coli
562.140024,Escherichia coli coli_15_spades_megahit.gam,trimethoprim,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,ampicillin,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,ciprofloxacin,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,gentamicin,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,imipenem,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,tetracycline,susceptible,0,Escherichia coli
562.140025,Escherichia coli coli_13_spades_megahit.gam,trimethoprim,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,ampicillin,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,ciprofloxacin,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,gentamicin,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,imipenem,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,tetracycline,susceptible,0,Escherichia coli
562.140026,Escherichia coli coli_14_spades_megahit.gam,trimethoprim,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,ampicillin,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,ciprofloxacin,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,gentamicin,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,imipenem,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,tetracycline,susceptible,0,Escherichia coli
562.140027,Escherichia coli coli_12_spades_megahit.gam,trimethoprim,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,ampicillin,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,ciprofloxacin,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,gentamicin,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,imipenem,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,tetracycline,susceptible,0,Escherichia coli
562.140030,Escherichia coli coli_11_spades_megahit.gam,trimethoprim,susceptible,0,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,ampicillin,resistant,1,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,ciprofloxacin,resistant,1,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,gentamicin,susceptible,0,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,imipenem,susceptible,0,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,tetracycline,resistant,1,Escherichia coli
562.140876,Escherichia coli 010-E1-DxU-E_coli,trimethoprim,susceptible,0,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,ampicillin,resistant,1,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,ciprofloxacin,resistant,1,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,gentamicin,susceptible,0,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,imipenem,susceptible,0,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,tetracycline,resistant,1,Escherichia coli
37762.22,Escherichia coli B strain E.coli-P26_C8,trimethoprim,resistant,1,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,ampicillin,resistant,1,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,ciprofloxacin,resistant,1,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,gentamicin,susceptible,0,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,imipenem,susceptible,0,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,tetracycline,resistant,1,Escherichia coli
37762.23,Escherichia coli B strain E.coli-P37_C4,trimethoprim,resistant,1,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,ampicillin,resistant,1,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,ciprofloxacin,resistant,1,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,gentamicin,susceptible,0,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,imipenem,susceptible,0,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,tetracycline,susceptible,0,Escherichia coli
37762.24,Escherichia coli B strain E.coli-P2_C27,trimethoprim,resistant,1,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,ampicillin,resistant,1,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,ciprofloxacin,resistant,1,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,gentamicin,resistant,1,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,imipenem,susceptible,0,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,tetracycline,resistant,1,Escherichia coli
37762.25,Escherichia coli B strain E.coli-P15_C34,trimethoprim,resistant,1,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,ampicillin,resistant,1,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,ciprofloxacin,resistant,1,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,gentamicin,susceptible,0,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,imipenem,susceptible,0,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,tetracycline,resistant,1,Escherichia coli
37762.26,Escherichia coli B strain E.coli-P22_C1,trimethoprim,resistant,1,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,ampicillin,resistant,1,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,ciprofloxacin,resistant,1,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,gentamicin,susceptible,0,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,imipenem,susceptible,0,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,tetracycline,resistant,1,Escherichia coli
37762.27,Escherichia coli B strain E.coli-P37_C3,trimethoprim,resistant,1,Escherichia coli
562.184190,Escherichia coli QU_Oryx_E.coli_6,ampicillin,susceptible,0,Escherichia coli
562.184190,Escherichia coli QU_Oryx_E.coli_6,ciprofloxacin,resistant,1,Escherichia coli
562.184190,Escherichia coli QU_Oryx_E.coli_6,imipenem,susceptible,0,Escherichia coli
562.184190,Escherichia coli QU_Oryx_E.coli_6,tetracycline,susceptible,0,Escherichia coli
562.56783,Escherichia coli strain 372-13,ciprofloxacin,resistant,1,Escherichia coli
562.145027,Escherichia coli PT_EC0037,ciprofloxacin,susceptible,0,Escherichia coli
562.97941,Escherichia coli 85191a64-7bb8-11e9-a8d3-68b59976a384,ampicillin,susceptible,0,Escherichia coli
562.99107,Escherichia coli e61df582-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,susceptible,0,Escherichia coli
562.7641,Escherichia coli strain 401686,tetracycline,resistant,1,Escherichia coli
562.98963,Escherichia coli 8673d6be-7bb9-11e9-a8d3-68b59976a384,gentamicin,susceptible,0,Escherichia coli
562.23489,Escherichia coli O6:H1 strain ECO1068,imipenem,susceptible,0,Escherichia coli
562.99221,Escherichia coli 59faed3e-7bb9-11e9-a8d3-68b59976a384,ciprofloxacin,susceptible,0,Escherichia coli
562.99297,Escherichia coli 7e518f4e-7bb9-11e9-a8d3-68b59976a384,ampicillin,susceptible,0,Escherichia coli
562.99515,Escherichia coli cd375914-7bb8-11e9-a8d3-68b59976a384,gentamicin,susceptible,0,Escherichia coli
562.22950,Escherichia coli O21:H4 strain ECO0563,ciprofloxacin,susceptible,0,Escherichia coli
562.97842,Escherichia coli 8ec44f88-7bb9-11e9-a8d3-68b59976a384,gentamicin,susceptible,0,Escherichia coli
562.23663,Escherichia coli O23:H16 strain ECO1398,ciprofloxacin,susceptible,0,Escherichia coli
562.42792,Escherichia coli strain M37,imipenem,susceptible,0,Escherichia coli
562.65809,Escherichia coli strain RS119,ciprofloxacin,resistant,1,Escherichia coli
562.145080,Escherichia coli PT_EC0202,ciprofloxacin,susceptible,0,Escherichia coli
562.23147,Escherichia coli O2:H1 strain ECO0661,ciprofloxacin,susceptible,0,Escherichia coli
562.99081,Escherichia coli 7f13efda-7bb9-11e9-a8d3-68b59976a384,gentamicin,susceptible,0,Escherichia coli
562.100403,Escherichia coli 985bc554-7bb8-11e9-a8d3-68b59976a384,ciprofloxacin,susceptible,0,Escherichia coli
562.23137,Escherichia coli O18:H5 strain ECO0534,gentamicin,susceptible,0,Escherichia coli
562.98656,Escherichia coli 856c5378-7bb8-11e9-a8d3-68b59976a384,ampicillin,resistant,1,Escherichia coli
562.58721,Escherichia coli strain 14066715,ampicillin,resistant,1,Escherichia coli
562.42768,Escherichia coli strain M14,gentamicin,resistant,1,Escherichia coli
562.98771,Escherichia coli bcac963a-7bb9-11e9-a8d3-68b59976a384,ampicillin,susceptible,0,Escherichia coli
562.65246,Escherichia coli strain AMC_456,ampicillin,resistant,1,Escherichia coli
562.96655,Escherichia coli VREC0840,gentamicin,susceptible,0,Escherichia coli
562.58718,Escherichia coli strain 14062120,ciprofloxacin,susceptible,0,Escherichia coli
562.50291,Escherichia coli strain URMC_17,ciprofloxacin,resistant,1,Escherichia coli
562.7673,Escherichia coli strain 401250_aEPEC,ampicillin,resistant,1,Escherichia coli
562.65565,Escherichia coli strain AMC_634,ampicillin,resistant,1,Escherichia coli
562.145047,Escherichia coli PT_EC0217,tetracycline,susceptible,0,Escherichia coli
562.7754,Escherichia coli strain 402227_aEPEC,trimethoprim,resistant,1,Escherichia coli
562.97145,Escherichia coli VREC1290,ciprofloxacin,susceptible,0,Escherichia coli
562.98415,Escherichia coli 98cd2964-7bb9-11e9-a8d3-68b59976a384,gentamicin,susceptible,0,Escherichia coli
